Trig,,,,,,,,,,
Webwork Section,Link,Webwork key,DoenetId,parentDoenetId,Level 1 - chapter,Level 2 - section,Level 3 - title,Level 4 - version,MA 1155 Assignment,
#N/A,https://www.doenet.org/courseactivityeditor//_thmzY9fJr6xLRYl8h5Lxr,,_thmzY9fJr6xLRYl8h5Lxr,,,,,,,Link to 1. TR-Formulas - angle sum cos to sin
#N/A,https://www.doenet.org/courseactivityeditor//_mvemhDyRjkdbYghf2OEk9,,_mvemhDyRjkdbYghf2OEk9,,,,,,,Link to 2. TR-Formulas - find sin(A + B)
#N/A,https://www.doenet.org/courseactivityeditor//_44Dgxs9qNY3K3ZIomWgJ7,,_44Dgxs9qNY3K3ZIomWgJ7,,,,,,,Link to 3. TR-Formulas - find cos(A - B)
#N/A,https://www.doenet.org/courseactivityeditor//_SBFqOTidZB6o7rNcwWJco,,_SBFqOTidZB6o7rNcwWJco,,,,,,,Link to 4. TR-Formulas - find cos(A + B)
#N/A,https://www.doenet.org/courseactivityeditor//_lImKmSFwnbWw2BeNHGEe0,,_lImKmSFwnbWw2BeNHGEe0,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_uIXmgjEzr5Lub6jbMe8MC,,_uIXmgjEzr5Lub6jbMe8MC,,,,,,"TR-Formulas 6,7,9,10",
#N/A,https://www.doenet.org/courseactivityeditor//_sP3ZnxDkGaHPcvsWXP360,,_sP3ZnxDkGaHPcvsWXP360,,,,,,,Link to 6. TR-Formulas - sin(A + B) given tanA and cosB
#N/A,https://www.doenet.org/courseactivityeditor//_OueOfGEfMl0XO1yyc0iPQ,,_OueOfGEfMl0XO1yyc0iPQ,,,,,,,Link to 7. TR-Formulas - sin(A - B) given sinA and tanB
#N/A,https://www.doenet.org/courseactivityeditor//_H6dfPe26NZScmuAG0Le0Q,,_H6dfPe26NZScmuAG0Le0Q,,,,,,,Link to 9. TR-Formulas - cos(A - B) given tanA and sinB
#N/A,https://www.doenet.org/courseactivityeditor//_u6Ohxhw8aCr4EFbdj0zuO,,_u6Ohxhw8aCr4EFbdj0zuO,,,,,,,Link to 10. TR-Formulas - find cos(A + B) given cosA and cosB
#N/A,https://www.doenet.org/courseactivityeditor//_3cZL0RQn8yFqWmkqigAJQ,,_3cZL0RQn8yFqWmkqigAJQ,,,,,HWI - 3.5B Angle sum formulas tan,,
#N/A,https://www.doenet.org/courseactivityeditor//_z7Q6ZgT98fNTsmt6KijV9,,_z7Q6ZgT98fNTsmt6KijV9,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_yHBDMqpbQRJOJSppGE64E,,_yHBDMqpbQRJOJSppGE64E,,,,,,Link to 5a. TR-Formulas - part 1 of problem 5,
#N/A,https://www.doenet.org/courseactivityeditor//_hzCBysO3z0980o7AutAqv,,_hzCBysO3z0980o7AutAqv,,,,,,Link to 5b. TR-Formulas - part 2 of problem 5,
#N/A,https://www.doenet.org/courseactivityeditor//_fCt6ygoOHDacjmpYE365K,,_fCt6ygoOHDacjmpYE365K,,,,,,Link to 8a. TR-Formulas - part 1 of problem 8,
#N/A,https://www.doenet.org/courseactivityeditor//_zsVgu6MPangqVJl0l1nnj,,_zsVgu6MPangqVJl0l1nnj,,,,,,Link to 8b. TR-Formulas - part 2 of problem 8,
#N/A,https://www.doenet.org/courseactivityeditor//_vFDYVaTnkzuZS9bamyJB4,,_vFDYVaTnkzuZS9bamyJB4,,,,,HWI - 3.7A Double angles and tan of half angles,,
#N/A,https://www.doenet.org/courseactivityeditor//_5GPbEcWmFUQqWMKiwJ6m5,,_5GPbEcWmFUQqWMKiwJ6m5,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_DUCd3hN7aevxpSio1cvj3,,_DUCd3hN7aevxpSio1cvj3,,,,,,Link to 24. TR-Formulas - find tan 2 theta given tan theta,
#N/A,https://www.doenet.org/courseactivityeditor//_I09KGgip5LNsppTX87lVX,,_I09KGgip5LNsppTX87lVX,,,,,,Link to 28. TR-Formulas - cos of 2 arctan x,
#N/A,https://www.doenet.org/courseactivityeditor//_BN2r2M9spFjB9rRTw6Q4w,,_BN2r2M9spFjB9rRTw6Q4w,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_qmMhgEvA1LEt4JVwSotzg,,_qmMhgEvA1LEt4JVwSotzg,,,,,,"1 from TR-Formulas #21, 22, 23",
#N/A,https://www.doenet.org/courseactivityeditor//_Y8twezefXkPxUrfJgdh1k,,_Y8twezefXkPxUrfJgdh1k,,,,,,,"Link to 21. TR-Formulas - given cos theta (Q1 - Q2), find sin 2theta"
#N/A,https://www.doenet.org/courseactivityeditor//_BTxjIk4gGFS872OudO7ib,,_BTxjIk4gGFS872OudO7ib,,,,,,,Link to 22. TR-Formulas - given cos theta (Q3-Q4) find sin 2theta
#N/A,https://www.doenet.org/courseactivityeditor//_wpvnARe094GDpbFo9TfhJ,,_wpvnARe094GDpbFo9TfhJ,,,,,,,Link to 23. TR-Formulas - Given sin theta (Q2-Q3) find cos 2theta
#N/A,https://www.doenet.org/courseactivityeditor//_3nveM72BUkT0l0WqHaTLT,,_3nveM72BUkT0l0WqHaTLT,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_T3YkLK3a9gDLAodhJ9Pdt,,_T3YkLK3a9gDLAodhJ9Pdt,,,,,,"1 from TR-Formulas #27, 29",
#N/A,https://www.doenet.org/courseactivityeditor//_4xIJ8sjDUutXjEaEyuaQ9,,_4xIJ8sjDUutXjEaEyuaQ9,,,,,,,Link to 27. TR-Formulas - cos of 2 times arccos x
#N/A,https://www.doenet.org/courseactivityeditor//_Geh4q13OzhwV7PUfhYzDv,,_Geh4q13OzhwV7PUfhYzDv,,,,,,,Link to 29. TR-Formulas - find sin of 2 arcsin x
#N/A,https://www.doenet.org/courseactivityeditor//_8MoPcmO99ePciz8jnjF7s,,_8MoPcmO99ePciz8jnjF7s,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_AwmNqnSfHmAkuLQPeEAc4,,_AwmNqnSfHmAkuLQPeEAc4,,,,,,"1 from TR-Formulas #30, 31",
#N/A,https://www.doenet.org/courseactivityeditor//_sxISpmG9IPaBlmLowjLKA,,_sxISpmG9IPaBlmLowjLKA,,,,,,,Link to 30. TR-Formulas - tan of half arccos x
#N/A,https://www.doenet.org/courseactivityeditor//_ScsYRV0tJXADXrsn20V5x,,_ScsYRV0tJXADXrsn20V5x,,,,,,,Link to 31. TR-Formulas - tan of half arcsin of x
#N/A,https://www.doenet.org/courseactivityeditor//_w3xXnYr30kDU9bfe6hXvE,,_w3xXnYr30kDU9bfe6hXvE,,,,,HWI - 4.1 Solving AAS and ASA triangles,,
#N/A,https://www.doenet.org/courseactivityeditor//_bYzat2tFHbYkq1x9RJV3j,,_bYzat2tFHbYkq1x9RJV3j,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_AAgvUjuB0Pj0Pa41SWbgx,,_AAgvUjuB0Pj0Pa41SWbgx,,,,,,TR-Triangles #14-22,
#N/A,https://www.doenet.org/courseactivityeditor//_v7m7X5qfwWRcG6wyuiteN,,_v7m7X5qfwWRcG6wyuiteN,,,,,,,Link to 14. TR-Triangles: use law of sines given 2 angles and 1 side
#N/A,https://www.doenet.org/courseactivityeditor//_AnWzQqNRTziIiCdM3WrwI,,_AnWzQqNRTziIiCdM3WrwI,,,,,,,"Link to 15: TR-Triangles - AAS given A,B,a"
#N/A,https://www.doenet.org/courseactivityeditor//_v48Bm64I7j3Eub9yllCZE,,_v48Bm64I7j3Eub9yllCZE,,,,,,,"Link to 16: TR-Triangles - law of sines given B,C,a"
#N/A,https://www.doenet.org/courseactivityeditor//_VLUWGOWB8bmMPWscK1Rq0,,_VLUWGOWB8bmMPWscK1Rq0,,,,,,,"Link to 17: TR-Triangles - law of sines given A,C,b"
#N/A,https://www.doenet.org/courseactivityeditor//_XSiEsn2IC0fvbo2dEXTBS,,_XSiEsn2IC0fvbo2dEXTBS,,,,,,,"Link to 18: TR-Triangles - law of sines given A,B,b"
#N/A,https://www.doenet.org/courseactivityeditor//_PfsgWkwhDKGyH85pKH2Ew,,_PfsgWkwhDKGyH85pKH2Ew,,,,,,,"Link to 19: TR-Triangles - law of sines given B,C,b"
#N/A,https://www.doenet.org/courseactivityeditor//_11qIkLYfAn4T8WClL7L1e,,_11qIkLYfAn4T8WClL7L1e,,,,,,,"Link to 20: TR-Triangles - law of sines given A,C,c"
#N/A,https://www.doenet.org/courseactivityeditor//_ZUUAhnmpiRUYDjhQiGumQ,,_ZUUAhnmpiRUYDjhQiGumQ,,,,,,,"Link to 21: TR-Triangles - law of sines given A,B,c"
#N/A,https://www.doenet.org/courseactivityeditor//_TISR2lkmd8g8sKt44B6vW,,_TISR2lkmd8g8sKt44B6vW,,,,,,,"Link to 22: TR-Triangles - law of sines given B,C,c"
#N/A,https://www.doenet.org/courseactivityeditor//_YkBRTj85ZFuulUHbmK7GT,,_YkBRTj85ZFuulUHbmK7GT,,,,,HWI 4.2 - Solving SAS and SSS Triangles,,
#N/A,https://www.doenet.org/courseactivityeditor//_dFqDDB7XzJe6WZvRmzVUZ,,_dFqDDB7XzJe6WZvRmzVUZ,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_fvKEwAFzust2kPklvZaUY,,_fvKEwAFzust2kPklvZaUY,,,,,,"Link to 25: TR-Triangles - law of cosines given A, b, c",
#N/A,https://www.doenet.org/courseactivityeditor//_6qGM6AmrBF888S7hheOHV,,_6qGM6AmrBF888S7hheOHV,,,,,,"Link to 26: TR-Triangles - law of cosines given B,a,c",
#N/A,https://www.doenet.org/courseactivityeditor//_Gv1qdpn9FRUft0t6KPGL3,,_Gv1qdpn9FRUft0t6KPGL3,,,,,,"Link to 27: TR-Triangles - law of cosines given A,B,c",
#N/A,https://www.doenet.org/courseactivityeditor//_vc4YZpXxXbyI463fYMOhM,,_vc4YZpXxXbyI463fYMOhM,,,,,,Link to 28: TR-Triangles - law of cosines given 3 sides,
#N/A,https://www.doenet.org/courseactivityeditor//_TzRSaPqH9SYAbJyIphbVp,,_TzRSaPqH9SYAbJyIphbVp,,,,,,Link to 28b. TR-Triangles - #28 variant b,
#N/A,https://www.doenet.org/courseactivityeditor//_nRv676h7k7nRzAC797z0g,,_nRv676h7k7nRzAC797z0g,,,,,"HWI - 4.b.A Area of AAS, ASA, SAS, and SSS Triangles",,
#N/A,https://www.doenet.org/courseactivityeditor//_26GXdnCJMrj1mYjPuRRT9,,_26GXdnCJMrj1mYjPuRRT9,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_C0QoSy5HIe2DoV1BhdMgc,,_C0QoSy5HIe2DoV1BhdMgc,,,,,,Link to 41.TR-Triangles - Area given SAS,
#N/A,https://www.doenet.org/courseactivityeditor//_joNuWjIV67SbBvVCBU5r4,,_joNuWjIV67SbBvVCBU5r4,,,,,,Link to 42.TR-Triangles - Area given AAS,
#N/A,https://www.doenet.org/courseactivityeditor//_JvA2FIa3pSNMMejrPVNt2,,_JvA2FIa3pSNMMejrPVNt2,,,,,,Link to 43. TR-Triangles - Area given SSS,
#N/A,https://www.doenet.org/courseactivityeditor//_05ehYXRfvBSGCpmNlG4GZ,,_05ehYXRfvBSGCpmNlG4GZ,,,,,HWI - 5.1 Convert Coordinates,,
#N/A,https://www.doenet.org/courseactivityeditor//_g1HmxazIGAuO3NBObZuy8,,_g1HmxazIGAuO3NBObZuy8,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_QBQzP4sdpMWrmrhI6pgP3,,_QBQzP4sdpMWrmrhI6pgP3,,,,,,Link to 2a. TR-Vectors (variant version a),
#N/A,https://www.doenet.org/courseactivityeditor//_K2KQnEtbVRjoXPdmfKGy4,,_K2KQnEtbVRjoXPdmfKGy4,,,,,,Link to 2b. TR-Vectors (variant version b),
#N/A,https://www.doenet.org/courseactivityeditor//_vrs6y19M82MxfHV24iNQP,,_vrs6y19M82MxfHV24iNQP,,,,,,Link to 2c. TR-Vectors (variant version c),
#N/A,https://www.doenet.org/courseactivityeditor//_XyXj4GSx9PNJlt41aqGof,,_XyXj4GSx9PNJlt41aqGof,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_8sT6DnODnhmIj3OSBooau,,_8sT6DnODnhmIj3OSBooau,,,,,,"from TR-Vectors #3a, 3b, 3c, 3d",
#N/A,https://www.doenet.org/courseactivityeditor//_tZUnKdvRUU6ICBoTlhWKD,,_tZUnKdvRUU6ICBoTlhWKD,,,,,,,Link to 3a. TR-Vectors (variant Q3)
#N/A,https://www.doenet.org/courseactivityeditor//_FZDy0D3PQLum0LWzBJkw3,,_FZDy0D3PQLum0LWzBJkw3,,,,,,,Link to 3b. TR-Vectors (variant Q2)
#N/A,https://www.doenet.org/courseactivityeditor//_GyNoeWJdmjCkRQoC1sJbq,,_GyNoeWJdmjCkRQoC1sJbq,,,,,,,Link to 3c. TR-Vectors (variant Q1)
#N/A,https://www.doenet.org/courseactivityeditor//_uKjtTjrPFD40Nnm1Boxx2,,_uKjtTjrPFD40Nnm1Boxx2,,,,,,,Link to 3d. TR-Vectors (variant Q4)
#N/A,https://www.doenet.org/courseactivityeditor//_5ut6oNwXTEBmYMwdwjVsI,,_5ut6oNwXTEBmYMwdwjVsI,,,,,HWI - 5.3 Vector Operations,,
#N/A,https://www.doenet.org/courseactivityeditor//_RgaJ6eNymfVjQ5hjH8gxi,,_RgaJ6eNymfVjQ5hjH8gxi,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_YV9Dx6i929Nbi923JScGt,,_YV9Dx6i929Nbi923JScGt,,,,,,"Link to 9a. TR-Vectors (variant Q1, Q2)",
#N/A,https://www.doenet.org/courseactivityeditor//_C0SuHPXNle1yNgzDluMqz,,_C0SuHPXNle1yNgzDluMqz,,,,,,"Link to 9b. TR-Vectors (variant Q3, Q4)",
#N/A,https://www.doenet.org/courseactivityeditor//_Vx72aU44VDMjtjN4Sx6wj,,_Vx72aU44VDMjtjN4Sx6wj,,,,,,Link to 10. TR-Vectors - sum of two vectors,
#N/A,https://www.doenet.org/courseactivityeditor//_WFkTNA0ywXW483vj8umGe,,_WFkTNA0ywXW483vj8umGe,,,,,,Link to 11. TR-Vectors - vector times scalar,
#N/A,https://www.doenet.org/courseactivityeditor//_EL9EkNPdpxbAheM8YhaKr,,_EL9EkNPdpxbAheM8YhaKr,,,,,,Link to 12. TR-Vectors - sum and scalar multiplication,
#N/A,https://www.doenet.org/courseactivityeditor//_mdOFykXeGvLlcaywf8RE8,,_mdOFykXeGvLlcaywf8RE8,,,,,HWI - 5.4 Add vectors in polar coordinates,,
#N/A,https://www.doenet.org/courseactivityeditor//_mCmyLGG1CvwusfFa1d5iv,,_mCmyLGG1CvwusfFa1d5iv,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_A93u4B6YDYaKRKdY2N0MO,,_A93u4B6YDYaKRKdY2N0MO,,,,,,Link to 17. TR-Vectors - Sum two forces in polar form,
#N/A,https://www.doenet.org/courseactivityeditor//_Yi7WyyOtsPJRUVQhZzKxu,,_Yi7WyyOtsPJRUVQhZzKxu,,,,,,Link to 18. TR-Vectors - a turning boat,
#N/A,https://www.doenet.org/courseactivityeditor//_79GBkKlXuALYLNwA3IGCC,,_79GBkKlXuALYLNwA3IGCC,,,,,,Link to 19. TR-Vectors - boat with current,
#N/A,https://www.doenet.org/courseactivityeditor//_WVRC4kxvyEtbdQZs0WGLH,,_WVRC4kxvyEtbdQZs0WGLH,,,,,,Link to 20. TR-Vectors - plane with wind,
#N/A,https://www.doenet.org/courseactivityeditor//_NFJTAv1bWjxAtJsbgnrq8,,_NFJTAv1bWjxAtJsbgnrq8,,,,,HWI 6.1 - Equations of Circles,,
#N/A,https://www.doenet.org/courseactivityeditor//_wznlIsZjD8mVPQt93DrFF,,_wznlIsZjD8mVPQt93DrFF,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_YoEwKx3CnjyAm416zVJky,,_YoEwKx3CnjyAm416zVJky,,,,,,"Link to 2. TR-Conics: Given the graph of a circle, determine h,k,r",
#N/A,https://www.doenet.org/courseactivityeditor//_DmVDHFHhBYAUEjwiqP7KG,,_DmVDHFHhBYAUEjwiqP7KG,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_HEkjtAepyJJLXx8vRsPd4,,_HEkjtAepyJJLXx8vRsPd4,,,,,,from TR-Conics #1 and 3,
#N/A,https://www.doenet.org/courseactivityeditor//_V9qcE4jMvr32W7r8z4ogj,,_V9qcE4jMvr32W7r8z4ogj,,,,,,,"Link to 1. TR-Conics: Given equation of a circle in standard form, find center and radius"
#N/A,https://www.doenet.org/courseactivityeditor//_XT5SPWVqnhc84Zt3Pbc0X,,_XT5SPWVqnhc84Zt3Pbc0X,,,,,,,"Link to Problem 3: TR-Conics - find h,k, r of a circle in normalized standard form"
#N/A,https://www.doenet.org/courseactivityeditor//_PbZqIhoZSJkNfjQvSgIv3,,_PbZqIhoZSJkNfjQvSgIv3,,,,,HWI 6.2 - Equations of Ellipses,,
#N/A,https://www.doenet.org/courseactivityeditor//_7gnWKostfLDF6e1imYanN,,_7gnWKostfLDF6e1imYanN,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_4g8MkShihbpvjW5T0I4W3,,_4g8MkShihbpvjW5T0I4W3,,,,,,Link to 8: TR-Conics - determine parameters from graph of an ellipse,
#N/A,https://www.doenet.org/courseactivityeditor//_85UKLVjyYiyDLkeyWix7s,,_85UKLVjyYiyDLkeyWix7s,,,,,,"Link to 9: TR-Conics - given graph of ellipse with critical points, determine parameters",
#N/A,https://www.doenet.org/courseactivityeditor//_aHb2hxpHLO9uYKzt5wfxa,,_aHb2hxpHLO9uYKzt5wfxa,,,,,,"Link to 10: TR-Conics - given normalized equation of an ellipse, determine parameters",
#N/A,https://www.doenet.org/courseactivityeditor//_5pzC6Vg2F51v5tW1AVcqA,,_5pzC6Vg2F51v5tW1AVcqA,,,,,,"Link to 11: TR-Conics - Given equation of an ellipse, determine parameters",
#N/A,https://www.doenet.org/courseactivityeditor//_kq7RogHcSyEG6laaedDG5,,_kq7RogHcSyEG6laaedDG5,,,,,HWI 6.3 - Equations of Parabolas,,
#N/A,https://www.doenet.org/courseactivityeditor//_COcifwClufARSQSKf3hE0,,_COcifwClufARSQSKf3hE0,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_UTgCEyhykg0gwVSi8adSI,,_UTgCEyhykg0gwVSi8adSI,,,,,,Link to 14. TR-Conics: write equation in vertex form given graph of a parabola,
#N/A,https://www.doenet.org/courseactivityeditor//_mU8xHtOrrJa3wEQgGBYZ9,,_mU8xHtOrrJa3wEQgGBYZ9,,,,,,Link to 15: TR-Conics - determine equation from graph of horizontal parabola - vertex form,
#N/A,https://www.doenet.org/courseactivityeditor//_0eefsox9RVyN1PUSN6PMp,,_0eefsox9RVyN1PUSN6PMp,,,,,,Link to 16. TR-Conics: write equation in vertex form given graph of a parabola,
#N/A,https://www.doenet.org/courseactivityeditor//_cHND5qGp9cxA6k7Z2BZzJ,,_cHND5qGp9cxA6k7Z2BZzJ,,,,,,Link to 17: TR-Conics - Determine equation given graph of horizontal parabola in vertex form,
#N/A,https://www.doenet.org/courseactivityeditor//_LzTFQAqTTRppUv050vZpY,,_LzTFQAqTTRppUv050vZpY,,,,,HWI 6.5 - Completing the Square,,
#N/A,https://www.doenet.org/courseactivityeditor//_lYKLbYnDzwtzuN8u5Fhs6,,_lYKLbYnDzwtzuN8u5Fhs6,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_l23gtVD8JHLeXwHwDvqn0,,_l23gtVD8JHLeXwHwDvqn0,,,,,,Link to 26: TR-Conics - rewrite quadratic by completing the square,
#N/A,https://www.doenet.org/courseactivityeditor//_G2BzQmOJ6ey3ZpH1eriGv,,_G2BzQmOJ6ey3ZpH1eriGv,,,,,,Link to 27: TR-Conics - rewrite quadratic by completing the square - a not 1,
#N/A,https://www.doenet.org/courseactivityeditor//_QsXHydlNR3ttWjAofrlMi,,_QsXHydlNR3ttWjAofrlMi,,,,,,Link to 28: TR-Conics - find final term to make a perfect square,
#N/A,https://www.doenet.org/courseactivityeditor//_AUu44bYhnfeX8r5lfFoOE,,_AUu44bYhnfeX8r5lfFoOE,,,,,,Link to 29: TR-Conics - find final term to make a perfect square - a not 1,
#N/A,https://www.doenet.org/courseactivityeditor//_1INeaa0ZVdwocQetBioUw,,_1INeaa0ZVdwocQetBioUw,,,,,HWI 7.1A - Number of Solutions to a 2x2 System,,
#N/A,https://www.doenet.org/courseactivityeditor//_sRmFvh6qmcWnSNtzGW7Yq,,_sRmFvh6qmcWnSNtzGW7Yq,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_qiCdahHg2ivkZLYLL6Olm,,_qiCdahHg2ivkZLYLL6Olm,,,,,,"from TR-SysOfEq #5a, 5b, 6a, 6b, 7",
#N/A,https://www.doenet.org/courseactivityeditor//_jt0cYzIQsChGhupWaQdoQ,,_jt0cYzIQsChGhupWaQdoQ,,,,,,,Link to 5a: TR-SysOfEq - variant a of 5
#N/A,https://www.doenet.org/courseactivityeditor//_tHqyKLlNXMLnHj3GNWQ2R,,_tHqyKLlNXMLnHj3GNWQ2R,,,,,,,Link to 5b. TR-SysOfEq: - variant b of 5
#N/A,https://www.doenet.org/courseactivityeditor//_FEx01RupZIT9e6aKwHSmB,,_FEx01RupZIT9e6aKwHSmB,,,,,,,Link to 6a: TR-SysOfEq - variant a of 6
#N/A,https://www.doenet.org/courseactivityeditor//_zD0u6TvjI7jtWWJR0Da6P,,_zD0u6TvjI7jtWWJR0Da6P,,,,,,,Link to 6b. TR-SysOfEq - variant b of 6
#N/A,https://www.doenet.org/courseactivityeditor//_ePaxNaMqJS5ieNjKfI3UX,,_ePaxNaMqJS5ieNjKfI3UX,,,,,,,Link to 7: TR-SysOfEq - find number of solutions to a 2x2
#N/A,https://www.doenet.org/courseactivityeditor//_cVXknCiU4KGbRR2Ne751M,,_cVXknCiU4KGbRR2Ne751M,,,,,HWI 7.2 - Solving 3x3 Systems,,
#N/A,https://www.doenet.org/courseactivityeditor//_R2vlCDswz0uWYb99HkvUN,,_R2vlCDswz0uWYb99HkvUN,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_jSxX121DsYpiE2Z8odlCR,,_jSxX121DsYpiE2Z8odlCR,,,,,,Link to 8: TR-SysOfEq - find sol to 3x3 system,
#N/A,https://www.doenet.org/courseactivityeditor//_rW7bILYO7q6WbFsfhduzN,,_rW7bILYO7q6WbFsfhduzN,,,,,HWI 8.1 - Sequence Formulas,,
#N/A,https://www.doenet.org/courseactivityeditor//_2TcqUBayqOtfZNxtHUc54,,_2TcqUBayqOtfZNxtHUc54,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_lH1bBTBrf8nLrrerFjAwJ,,_lH1bBTBrf8nLrrerFjAwJ,,,,,,Link to 1a. TR-Series,
#N/A,https://www.doenet.org/courseactivityeditor//_p0MfMq5iO2w48jSTKiZu8,,_p0MfMq5iO2w48jSTKiZu8,,,,,,Link to 1b. TR-Series,
#N/A,https://www.doenet.org/courseactivityeditor//_woRerd1p1Ru19vdRokwKp,,_woRerd1p1Ru19vdRokwKp,,,,,,Link to 2a. TR-Series,
#N/A,https://www.doenet.org/courseactivityeditor//_JUAsVVlY25NEBsgeFFGq9,,_JUAsVVlY25NEBsgeFFGq9,,,,,,Link to 2b. TR-Series,
#N/A,https://www.doenet.org/courseactivityeditor//_E3ZozMAMxS0MrG02A6mqe,,_E3ZozMAMxS0MrG02A6mqe,,,,,HWI 8.2 - Sigma Notation,,
#N/A,https://www.doenet.org/courseactivityeditor//_bij1HNdFiztNnTJJl3lVr,,_bij1HNdFiztNnTJJl3lVr,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_2tCVCq5h0D6qvl089Jzrh,,_2tCVCq5h0D6qvl089Jzrh,,,,,,Link to 5: TR-Series - Given sigma notation for an arithmetic series compute the sum,
#N/A,https://www.doenet.org/courseactivityeditor//_1UOaZEG2i8m3h3CUyalwR,,_1UOaZEG2i8m3h3CUyalwR,,,,,,Link to 6: TR-Series - given sigma notation find initial and final terms,
#N/A,https://www.doenet.org/courseactivityeditor//_txx3DUfgYPFr9D7ncOI9E,,_txx3DUfgYPFr9D7ncOI9E,,,,,HWI 8.3 - Arithmetic Sequences and Series,,
#N/A,https://www.doenet.org/courseactivityeditor//_vWPr84FT7ir0WAB0oEGVy,,_vWPr84FT7ir0WAB0oEGVy,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_WYebSebGQGLx88N0i4NU3,,_WYebSebGQGLx88N0i4NU3,,,,,,Link to 7. TR-Series: given two terms in arithmetic sequence compute a_n,
#N/A,https://www.doenet.org/courseactivityeditor//_vdgE0H9fbABl4ABOcizto,,_vdgE0H9fbABl4ABOcizto,,,,,,Link to 9. TR-Series: given two terms in arithmetic sequence find explicit formula,
#N/A,https://www.doenet.org/courseactivityeditor//_IvgigMAyM7BT98aUDwchR,,_IvgigMAyM7BT98aUDwchR,,,,,,Link to 10: TR-Series - given several terms of an arithmetic series compute the sum,
#N/A,https://www.doenet.org/courseactivityeditor//_3NaUOYvV3yQ0pzs9haQal,,_3NaUOYvV3yQ0pzs9haQal,,,,,,Link to 11: TR-Series - find sum of an arithmetic sequence given sigma notation,
#N/A,https://www.doenet.org/courseactivityeditor//_BTDQ3cFIfIVt1g1qLP3kX,,_BTDQ3cFIfIVt1g1qLP3kX,,,,HWM - Intermediate,,,
#N/A,https://www.doenet.org/courseactivityeditor//_LvOVph1leZFYzEnyPf2O4,,_LvOVph1leZFYzEnyPf2O4,,,,,HWM 3.6A - Sin and Cos of Inverse Trig Functions,,
#N/A,https://www.doenet.org/courseactivityeditor//_s6CABkx5OwpuTMPXTp9KD,,_s6CABkx5OwpuTMPXTp9KD,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_kODRqK8P6Tq1ntXk8aZOd,,_kODRqK8P6Tq1ntXk8aZOd,,,,,,TR-Formulas #11 - 14,
#N/A,https://www.doenet.org/courseactivityeditor//_CwYChhe9MR11yNoBBgIel,,_CwYChhe9MR11yNoBBgIel,,,,,,,Link to 11. TR-Formulas - sin of arccosA plus arccosB
#N/A,https://www.doenet.org/courseactivityeditor//_NTp80hDpvQqfklNYWDNQQ,,_NTp80hDpvQqfklNYWDNQQ,,,,,,,Link to 12. TR-Formulas - sin of arccosA minus arccosB
#N/A,https://www.doenet.org/courseactivityeditor//_hEJnx9i018h7zJRFdOweP,,_hEJnx9i018h7zJRFdOweP,,,,,,,Link to 13. TR-Formulas - cos of arcsinA minus arccosB
#N/A,https://www.doenet.org/courseactivityeditor//_uGWHyqRHxjd2JqZcx1Hkn,,_uGWHyqRHxjd2JqZcx1Hkn,,,,,,,Link to 14. TR-Formulas - cos of arccosA plus arcsinB
#N/A,https://www.doenet.org/courseactivityeditor//_f99aewDGQR6FuOpiw8Xaw,,_f99aewDGQR6FuOpiw8Xaw,,,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_ECzMlJtk01R32hIenQIHK,,_ECzMlJtk01R32hIenQIHK,,,,,,"TR-Formulas #16, 17, 19, 20",
#N/A,https://www.doenet.org/courseactivityeditor//_OUq18Zzv9nxfBO9QoYdzM,,_OUq18Zzv9nxfBO9QoYdzM,,,,,,,Link to 16. TR-Formulas - sin of arctanA plus arccosB
#N/A,https://www.doenet.org/courseactivityeditor//_pF4kfhdoThLmBc4olb2Lu,,_pF4kfhdoThLmBc4olb2Lu,,,,,,,Link to 17. sin of arcsinA minus arctan B
