Trig,Prob,,,,Heirarchy Levels,,highlighted yellow means needs formal review,,,,,,,
#N/A,,,,,,,36,,,,,_0EFXZK56RsIqBmijlblqp,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_0EFXZK56RsIqBmijlblqp
#N/A,,,,,,,37,,,,,_Mb18C3SEYn7Wb9kdRhViv,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_Mb18C3SEYn7Wb9kdRhViv
#N/A,,,,,,,38,,,,,_X1skCZQckLKq41um6qIGY,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_X1skCZQckLKq41um6qIGY
#N/A,,,,,,,39,,,,,_siXNo87224WzVePWu1INO,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_siXNo87224WzVePWu1INO
#N/A,,,,,,,40,,,,,_Ce8aHInQ0Gl9SvOCFGSn7,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_Ce8aHInQ0Gl9SvOCFGSn7
#N/A,,,,,,,41,,,,,_5JSZOnBI0QFXPgmf1iEUl,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_5JSZOnBI0QFXPgmf1iEUl
#N/A,,,,,,,42,,,,,_2Rrp0Ylf1vDCeEIpeQkBq,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_2Rrp0Ylf1vDCeEIpeQkBq
#N/A,,,,,,,43,,,,,_y2v5DUXClvpnaaR07f9d7,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_y2v5DUXClvpnaaR07f9d7
#N/A,,,,,,,44,,,,,_mWsKvUjCIfCAgqeVl7acC,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_mWsKvUjCIfCAgqeVl7acC
#N/A,,,,,,,45,,,,,_vvlryyOb47Rn3mVnJrqLL,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_vvlryyOb47Rn3mVnJrqLL
#N/A,,,,,,,46,,,,,_6VuEJo9HUbMl4lNRldwy8,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_6VuEJo9HUbMl4lNRldwy8
#N/A,,,,,,,47,,,,,_9eFDInXktNSp0Pn4HoBwP,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_9eFDInXktNSp0Pn4HoBwP
#N/A,,,,,,,48,,,,,_9WwX8RvgCRr5paohQuw4a,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_9WwX8RvgCRr5paohQuw4a
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_Scsw9cFWzVv7Ng9AGuM9F,T4e,_Scsw9cFWzVv7Ng9AGuM9F,,,,49A. TR-Inv - Solve sin(theta) = a for theta in degrees (version 1),1,,,,_FN6JoOOLii9v0NYCICLSJ,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_FN6JoOOLii9v0NYCICLSJ
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_MSqdMZgiB6OhPbvGYiGtc,T4e,_MSqdMZgiB6OhPbvGYiGtc,,,,49B. TR-Inv - Solve sin(theta) = a for theta in degrees (version 2),2,,,,_f1HqW3tFFjSYjHTXUHsoJ,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_f1HqW3tFFjSYjHTXUHsoJ
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_Xoczb1uzectmRo89Eo0j2,T4e,_Xoczb1uzectmRo89Eo0j2,,,,50. TR-Inv - Solve 2cos(theta) + a = b for theta in degrees,,,,,_d7bsSjYx4lGqHek9Zl36B,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_d7bsSjYx4lGqHek9Zl36B
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_vnyfDnqN1789BLeTSYmUO,T4e,_vnyfDnqN1789BLeTSYmUO,,,,51. TR-Inv - Solve a - sin^2(theta) = b for theta in degrees,,,,,_cP5MfosFmhddc8XTf80bi,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_cP5MfosFmhddc8XTf80bi
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_YhRxU3534fFJPpbvtBfLX,T4e,_YhRxU3534fFJPpbvtBfLX,,,,52. TR-Inv - Solve cos(3theta) = a for theta in degrees,,,,,_Act7l6XOIHJInF3VuosYc,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_Act7l6XOIHJInF3VuosYc
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_6Eid5auwxwu4OGMmfkDkc,T4e,_6Eid5auwxwu4OGMmfkDkc,,,,53A. TR-Inv - Solve cos(theta) = a for theta in degrees (version 1),1,,,,_kPBAXSKR6YQsGffl56Gxx,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_kPBAXSKR6YQsGffl56Gxx
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_KZjB7vYovydDtkyNS3qCG,T4e,_KZjB7vYovydDtkyNS3qCG,,,,53B. TR-Inv - Solve cos(theta) = a for theta in degrees (version 2),2,,,,_4AMxtJpck2ChgbSmvB0vl,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_4AMxtJpck2ChgbSmvB0vl
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_ELmlARf3xMULJ1L27ZcRj,T4e,_ELmlARf3xMULJ1L27ZcRj,,,,54. TR-Inv - Solve a sin(theta) = b for theta in degrees,,,,,_IKWSupiO7Gz8w153GI08D,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_IKWSupiO7Gz8w153GI08D
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_9C0H5XmBxXd5c6UCPZDhn,T4e,_9C0H5XmBxXd5c6UCPZDhn,,,,55. TR-Inv - Solve quadratic equation in sin(theta) or cos(theta) in degrees,,,,,_SlgNou33Nm4UsFvXoO1Lg,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_SlgNou33Nm4UsFvXoO1Lg
Solving trigonometric equations exactly,https://www.doenet.org/portfolioeditor/_nd2mdiEA9IUVzD4PFybMK,T4e,_nd2mdiEA9IUVzD4PFybMK,,,,56. TR-Inv - Solve sin(4theta) = a for theta in degrees,,,,,_ZDHBKiXDJvAvmyEzeXLYr,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_ZDHBKiXDJvAvmyEzeXLYr
#N/A,,,,,,,57. TR-Inv,,,,,_q8whl3dVDLtjJwZGXPqWQ,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_q8whl3dVDLtjJwZGXPqWQ
#N/A,,,,,,,58. TR-Inv,,,,,_tq4P7OZw85HpdQSlEficj,_XNNXzOXe2oYdnczFl4bg4,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_tq4P7OZw85HpdQSlEficj
#N/A,,,,,,,TR-Graphs,,,,,_MtzFN24V0tv7d0suuMNs7,,https://www.doenet.org/courseactivityeditor//_MtzFN24V0tv7d0suuMNs7
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_fjzSIE6HpUVku6huMhtkK,"T2b, T2j",_fjzSIE6HpUVku6huMhtkK,,,,1. TR-Graphs - Determine amplitude of a*sin(x) from the graph,,,,,_se1uzc5EWpQG32mKY5DUY,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_se1uzc5EWpQG32mKY5DUY
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_IkqBeUiiSzXmSG1y04b6u,"T2b, T2j",_IkqBeUiiSzXmSG1y04b6u,,,,2. TR-Graphs - Determine amplitude of a*cos(x) from the graph,,,,,_IP7YHqA8CUY05hTgKs47Z,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_IP7YHqA8CUY05hTgKs47Z
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_4uoyHjBusaqy37QusuoAj,"T2b, T2j",_4uoyHjBusaqy37QusuoAj,,,,3. TR-Graphs - Determine amplitude of a*sin(x) + b from the graph,,,,,_5o5wkdnkP7EuQS0SpBdkP,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_5o5wkdnkP7EuQS0SpBdkP
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_FpXXfAZHNrcjDPmpzxRyL,"T2b, T2j",_FpXXfAZHNrcjDPmpzxRyL,,,,4. TR-Graphs - Determine amplitude of a*cos(x) + b from the graph,,,,,_RPXOri807TrhJRSVrNB1V,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_RPXOri807TrhJRSVrNB1V
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_dVEX7qDXt6yUMU97rh49u,"T2b, T2j",_dVEX7qDXt6yUMU97rh49u,,,,5. TR-Graphs - Find amplitude and vertical shift of sine function from the graph,,,,,_UQ122EKx9mtM41RT551D2,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_UQ122EKx9mtM41RT551D2
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_WwLhMEtJkTMdIADjv3WJN,"T2b, T2j",_WwLhMEtJkTMdIADjv3WJN,,,,6. TR-Graphs - Find amplitude and vertical shift of cosine function from the graph,,,,,_6DACHW77ggcAAIybZAsSN,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_6DACHW77ggcAAIybZAsSN
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_Jp2zmy5QCjUTBhXCiyxSv,"T2b, T2j",_Jp2zmy5QCjUTBhXCiyxSv,,,,7. TR-Graphs - Find wavelength and amplitude of a sine function from the graph,,,,,_qfyhdoYQPxex7Pz6CQjB3,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_qfyhdoYQPxex7Pz6CQjB3
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_V83RzPWBMaNGgGPxafiVn,"T2b, T2j",_V83RzPWBMaNGgGPxafiVn,,,,8. TR-Graphs - Find wavelength and amplitude of a cosine function from the graph,,,,,_EcsUTOzrsxuI0FlGAL5RU,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_EcsUTOzrsxuI0FlGAL5RU
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_q1xCVI6Xh6KL8XkYF91c4,"T2b, T2j",_q1xCVI6Xh6KL8XkYF91c4,,,,"9. TR-Graphs - Find A, B, D given the graph of A sin(Bx) + D",,,,,_kpO3SbCY5WPXFK7ewJlex,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_kpO3SbCY5WPXFK7ewJlex
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_cWEMG4Bqrs0MxbRmKU4L4,"T2b, T2j",_cWEMG4Bqrs0MxbRmKU4L4,,,,"10. TR-Graphs - Find A, B, D given the graph of A cos(Bx) + D",,,,,_hRzsRyrCoThIZpHWn3hfs,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_hRzsRyrCoThIZpHWn3hfs
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_aqfCwyZgj3vnfuh1GwwjA,"T2b, T2j",_aqfCwyZgj3vnfuh1GwwjA,,,,"11. TR-Graphs - Find A, B, D given the graph of A sin(Bx) + D; A < 0",,,,,_P85CkMWRNkZLn7iyFM7Qf,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_P85CkMWRNkZLn7iyFM7Qf
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_ZozwUjGLJknoshDKUt0lH,"T2b, T2j",_ZozwUjGLJknoshDKUt0lH,,,,"13. TR-Graphs - Find A, B, D given the graph of A cos(Bx) + D; A < 0",,,,,_0mC3eviYZn0Moxa4orF12,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_0mC3eviYZn0Moxa4orF12
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_ls8jyovaHr4hDoi6AQJGM,"T2b, T2j",_ls8jyovaHr4hDoi6AQJGM,,,,"15. TR-Graphs - Find A, B, D given sinusoidal graph with either sine or cosine allowed; A > 0",,,,,_wpbqlQiyFLGMejWhbV2QA,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_wpbqlQiyFLGMejWhbV2QA
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_CxC2S4BXxHsxyJJxol3IY,"T2b, T2j",_CxC2S4BXxHsxyJJxol3IY,,,,"16. TR-Graphs - Find A, B, D given sinusoidal graph with either sine or cosine allowed; A < 0",,,,,_iE4XlWZNrIznhzCOQGSYy,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_iE4XlWZNrIznhzCOQGSYy
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_Xl3hQJpAzvjRXwoaA3ICc,"T2b, T2j",_Xl3hQJpAzvjRXwoaA3ICc,,,,17. TR-Graphs - Determine wavelength given the equation of a sine wave,,,,,_a0L3gSqu1nelr2qzIx9Jl,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_a0L3gSqu1nelr2qzIx9Jl
"Sine & cosine functions - definitions, graphs, & properties",https://www.doenet.org/portfolioeditor/_4cEfj3HMTkv8cdF8lIo1f,"T2b, T2j",_4cEfj3HMTkv8cdF8lIo1f,,,,18. TR-Graphs - Determine wavelength given the equation of a cosine wave,,,,,_k2kgOuXDiPjSzB0wzq66x,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_k2kgOuXDiPjSzB0wzq66x
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_9gMEJUqlSxti8b1IKUHjE,T2j,_9gMEJUqlSxti8b1IKUHjE,,,,19. TR-Graphs - Determine equation given graph of a general sinusoidal function,,,,,_C8LL7bbupNY9RbDKwVDKI,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_C8LL7bbupNY9RbDKwVDKI
#N/A,,,,,,,20. TR-Graphs,,,,,_SwghUtDSqAvI7YDK7aWmE,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_SwghUtDSqAvI7YDK7aWmE
#N/A,,,,,,,21. TR-Graphs,,,,,_uVPICtYaVpB60PiIBBInb,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_uVPICtYaVpB60PiIBBInb
#N/A,,,,,,,22. TR-Graphs,,,,,_6PEOi6Ev59vsZnVMrsRkQ,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_6PEOi6Ev59vsZnVMrsRkQ
#N/A,,,,,,,23. TR-Graphs,,,,,_84kHMdRyJ93vQx6kpN2O6,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_84kHMdRyJ93vQx6kpN2O6
#N/A,,,,,,,24. TR-Graphs,,,,,_mAYe8vGuic5o6qeHyRcVd,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_mAYe8vGuic5o6qeHyRcVd
#N/A,,,,,,,25. TR-Graphs,,,,,_rrKzFPS8qcakLtwI8Vki7,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_rrKzFPS8qcakLtwI8Vki7
#N/A,,,,,,,26. TR-Graphs,,,,,_fh7qOIhp4SV57XF38eQpR,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_fh7qOIhp4SV57XF38eQpR
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_iexIo6BpEf3VbGkteibme,T2j,_iexIo6BpEf3VbGkteibme,,,,27. TR-Graphs - Find the phase shift of a sine graph given equation,,,,,_k9psqwj3EM4IAIkJGOmEG,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_k9psqwj3EM4IAIkJGOmEG
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_Cw9n37aH75aoRG0URnl3U,T2j,_Cw9n37aH75aoRG0URnl3U,,,,28. TR-Graphs - Find the phase shift of a cosine graph given equation,,,,,_h3nWbAoFjdHgoHt9jJ0yt,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_h3nWbAoFjdHgoHt9jJ0yt
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_iV0W0nX0l1fEZ78IsCyXV,T2j,_iV0W0nX0l1fEZ78IsCyXV,,,,29. TR-Graphs - Find phase shift given graph of a sine wave,,,,,_vjEcNwumltVL4GEmD1QLG,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_vjEcNwumltVL4GEmD1QLG
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_xjAjGOdgqqvWktZwiIw1s,T2j,_xjAjGOdgqqvWktZwiIw1s,,,,30. TR-Graphs - Find phase shift given graph of a cosine wave,,,,,_iendDG9zSlPA3gguCEP0a,_MtzFN24V0tv7d0suuMNs7,https://www.doenet.org/courseactivityeditor/_MtzFN24V0tv7d0suuMNs7/_iendDG9zSlPA3gguCEP0a
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_yiiHrjxslspzLuJt7repK,T2j,_yiiHrjxslspzLuJt7repK,,,,31. TR-Graphs - Multiple choice; determine vertical shift of a sine wave given equation,,,,,,,
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_gGGdys3zkr43jNVrpEhhT,T2j,_gGGdys3zkr43jNVrpEhhT,,,,32. TR-Graphs - Multiple choice; determine period given equation,,,,,,,
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_mXx35vAfIWAre0QXQeyfT,T2j,_mXx35vAfIWAre0QXQeyfT,,,,33. TR-Graphs - Multiple choice; determine phase shift given equation,,,,,,,
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_S0SGOqdIjAxoOZ3O4xaE0,T2j,_S0SGOqdIjAxoOZ3O4xaE0,,,,34. TR-Graphs - Write equation of a cosine function given verbal description,,,,,,,
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_275cqLrcNA0cy9nDl8n8a,T2j,_275cqLrcNA0cy9nDl8n8a,,,,"35. TR-Graphs - Given equation of a sine function, determine the amplitude and period",,,,,,,
Graphs of sinusoidal waves,https://www.doenet.org/portfolioeditor/_yuatSIZIXfucDeaunxZw6,T2j,_yuatSIZIXfucDeaunxZw6,,,,"36. TR-Graphs - Given equation of a sine function, determine vertical shift and phase shift",,,,,,,
#N/A,,,,,,,TR-Formulas,,,,,_QF1twJBpD5BDD9DWhN4P9,,https://www.doenet.org/courseactivityeditor//_QF1twJBpD5BDD9DWhN4P9
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_QjhApKHw8K6D0Gwl22kfZ,T4b,_QjhApKHw8K6D0Gwl22kfZ,,4,2,"1. TR-Formulas - Determine sin(A + B) given cos(A), cos(B)",,,,,_k3WAEielbg2RMXW9XBdab,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_k3WAEielbg2RMXW9XBdab
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_jKb42c9ryeeEchPKFzEx1,T4b,_jKb42c9ryeeEchPKFzEx1,,4,2,"2. TR-Formulas - Determine sin(A- B) given cos(A), cos(B)",,,,,_k2CYDnHLyjyFUZRNH82iv,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_k2CYDnHLyjyFUZRNH82iv
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_nCKQzcbJljtzsOCwOKv3g,T4b,_nCKQzcbJljtzsOCwOKv3g,,4,2,"3. TR-Formulas - Determine cos(A- B) given sin(A), cos(B)",,,,,_h5KioSRlt1zJ3WMwCKXKt,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_h5KioSRlt1zJ3WMwCKXKt
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_UaUrs5iEJSRsHan4BnUzB,T4b,_UaUrs5iEJSRsHan4BnUzB,,4,2,"4. TR-Formulas - Determine cos(A + B) given cos(A), sin(B)",,,,,_zw8ZUFvZXFzCSAhfFySHB,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_zw8ZUFvZXFzCSAhfFySHB
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_fzUliOrwRawPt1OYEQ6kP,T4b,_fzUliOrwRawPt1OYEQ6kP,,4,2,"5. TR-Formulas - Determine tan(A- B) given tan(A), tan(B)",,,,,_oSTR3nVNdmmbUdXSpOuo3,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_oSTR3nVNdmmbUdXSpOuo3
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_LgXEdo0LcHCGFJgjkaVPs,T4b,_LgXEdo0LcHCGFJgjkaVPs,,4,2,"6. TR-Formulas - Determine sin(A + B) given tan(A), cos(B)",,,,,_hsBtkqx5Qj1ZF16s1bRbb,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_hsBtkqx5Qj1ZF16s1bRbb
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_3Rh3qCDErR6dZEmMNygbW,T4b,_3Rh3qCDErR6dZEmMNygbW,,4,2,"7. TR-Formulas - Determine sin(A- B) given sin(A), tan(B)",,,,,_RialbJcJYXu4jVoAwayAz,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_RialbJcJYXu4jVoAwayAz
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_QyaEJIdgBQq0mOPKQDifO,T4b,_QyaEJIdgBQq0mOPKQDifO,,4,2,"8. TR-Formulas - Determine tan(A + B) given sin(A), sin(B)",,,,,_FvrlraVLYk5bDb5aGnkjb,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_FvrlraVLYk5bDb5aGnkjb
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_5tpCJphwyyQPN1jaT9wrB,T4b,_5tpCJphwyyQPN1jaT9wrB,,4,2,"9. TR-Formulas - Determine cos(A- B) given tan(A), sin(B)",,,,,_yWhqNJwfaWIyBAXJWifBT,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_yWhqNJwfaWIyBAXJWifBT
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_L3WnaN85ot10fNwPGasHL,T4b,_L3WnaN85ot10fNwPGasHL,,4,2,"10. TR-Formulas - Determine cos(A + B) given cos(A), cos(B)",,,,,_B8uQOh31Q9Co0adWdauFG,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_B8uQOh31Q9Co0adWdauFG
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_knLlYhpPVvnepbhmYi6JV,T4b,_knLlYhpPVvnepbhmYi6JV,,4,2,11. TR-Formulas - Determine sin (arccos(A) + arccos(B)),,,,,_pMMotg111N1G08qisUZwF,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_pMMotg111N1G08qisUZwF
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_BimUpdjBtYhDcYe6YSyrT,T4b,_BimUpdjBtYhDcYe6YSyrT,,4,2,12. TR-Formulas - Determine sin(arccos(A)- arccos(B)),,,,,_7H7WrHV7Hvf27H8ZtgjUa,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_7H7WrHV7Hvf27H8ZtgjUa
Addition & subtraction formulas,https://www.doenet.org/portfolioeditor/_0aWbFkoFXpqD5xvgZndCW,T4b,_0aWbFkoFXpqD5xvgZndCW,,4,2,13. TR-Formulas - Determine cos(arcsin(A)- arccos(B)),,,,,_ZurXZpH9sTqhZy4iOi6E9,_QF1twJBpD5BDD9DWhN4P9,https://www.doenet.org/courseactivityeditor/_QF1twJBpD5BDD9DWhN4P9/_ZurXZpH9sTqhZy4iOi6E9
